inst#,    actual, predicted, error, probability distribution
1,	     1:Low,	     1:Low
1857,	     1:Low,	     1:Low
1858,	     1:Low,	     2:High
1859,	     1:Low,	     1:Low
1860,	     1:Low,	     1:Low
1861,	     1:Low,	     2:High
1862,	     1:Low,	     2:High
1863,	     1:Low,	     2:High
1864,	     1:Low,	     2:High
1865,	     1:Low,	     1:Low
1866,	     1:Low,	     1:Low
1867,	     1:Low,	     1:Low
1868,	     1:Low,	     2:High
1869,	     1:Low,	     1:Low
1870,	     1:Low,	     2:High
1871,	     1:Low,	     1:Low
1872,	     1:Low,	     1:Low
1873,	     1:Low,	     2:High
1874,	     1:Low,	     1:Low
1875,	     1:Low,	     2:High
1876,	     1:Low,	     2:High
1877,	     1:Low,	     2:High
1878,	     1:Low,	     1:Low
1879,	     1:Low,	     1:Low
1880,	     1:Low,	     1:Low
1881,	     1:Low,	     2:High
1882,	     1:Low,	     2:High
1883,	     1:Low,	     2:High
1884,	     1:Low,	     1:Low
1885,	     1:Low,	     2:High
1886,	     1:Low,	     2:High
1887,	     1:Low,	     2:High
1888,	     1:Low,	     2:High
1889,	     1:Low,	     1:Low
1890,	     1:Low,	     2:High
1891,	     1:Low,	     2:High
1892,	     1:Low,	     1:Low
1893,	     1:Low,	     1:Low
1894,	     1:Low,	     1:Low
1895,	     1:Low,	     1:Low
1896,	     1:Low,	     1:Low
1897,	     1:Low,	     2:High
1898,	     1:Low,	     2:High
1899,	     1:Low,	     2:High
1900,	     1:Low,	     1:Low
1901,	     1:Low,	     2:High
1902,	     1:Low,	     1:Low
1903,	     1:Low,	     1:Low
1904,	     1:Low,	     2:High
1905,	     1:Low,	     2:High
1906,	     1:Low,	     2:High
1907,	     1:Low,	     1:Low
1908,	     1:Low,	     1:Low
1909,	     1:Low,	     1:Low
1910,	     1:Low,	     2:High
1911,	     1:Low,	     2:High
1912,	     1:Low,	     1:Low
1913,	     1:Low,	     2:High
1914,	     1:Low,	     1:Low
1915,	     1:Low,	     1:Low
1916,	     1:Low,	     2:High
1917,	     1:Low,	     2:High
1918,	     1:Low,	     2:High
1919,	     1:Low,	     2:High
1920,	     1:Low,	     2:High
1921,	     1:Low,	     1:Low
1922,	     1:Low,	     1:Low
1923,	     1:Low,	     1:Low
1924,	     1:Low,	     1:Low
1925,	     1:Low,	     1:Low
1926,	     1:Low,	     1:Low
1927,	     1:Low,	     1:Low
1928,	     1:Low,	     1:Low
1929,	     1:Low,	     2:High
1930,	     1:Low,	     1:Low
1931,	     1:Low,	     1:Low
1932,	     1:Low,	     2:High
1933,	     1:Low,	     2:High
1934,	     1:Low,	     1:Low
1935,	     1:Low,	     1:Low
1936,	     1:Low,	     1:Low
1937,	     1:Low,	     1:Low
1938,	     1:Low,	     1:Low
1939,	     1:Low,	     1:Low
1940,	     1:Low,	     2:High
1941,	     1:Low,	     1:Low
1942,	     1:Low,	     2:High
1943,	     1:Low,	     1:Low
1944,	     1:Low,	     2:High
1945,	     1:Low,	     1:Low
1946,	     1:Low,	     2:High
1947,	     1:Low,	     1:Low
1948,	     1:Low,	     1:Low
1949,	     1:Low,	     2:High
1950,	     1:Low,	     2:High
1951,	     1:Low,	     1:Low
1952,	     1:Low,	     1:Low
1953,	     1:Low,	     2:High
1954,	     1:Low,	     2:High
1955,	     1:Low,	     1:Low
1956,	     1:Low,	     1:Low
1957,	     1:Low,	     1:Low
1958,	     1:Low,	     1:Low
1959,	     1:Low,	     2:High
1960,	     1:Low,	     1:Low
1961,	     1:Low,	     2:High
1962,	     1:Low,	     1:Low
1963,	     1:Low,	     1:Low
1964,	     1:Low,	     2:High
1965,	     1:Low,	     1:Low
1966,	     1:Low,	     1:Low
1967,	     1:Low,	     2:High
1968,	     1:Low,	     2:High
1969,	     1:Low,	     2:High
1970,	     1:Low,	     2:High
1971,	     1:Low,	     2:High
1972,	     1:Low,	     2:High
1973,	     1:Low,	     2:High
1974,	     1:Low,	     1:Low
1975,	     1:Low,	     2:High
1976,	     1:Low,	     2:High
1977,	     1:Low,	     2:High
1978,	     1:Low,	     1:Low
1979,	     1:Low,	     2:High
1980,	     1:Low,	     2:High
1981,	     1:Low,	     1:Low
1982,	     1:Low,	     2:High
1983,	     1:Low,	     2:High
1984,	     1:Low,	     2:High
1985,	     1:Low,	     1:Low
1986,	     1:Low,	     1:Low
1987,	     1:Low,	     2:High
1988,	     1:Low,	     1:Low
1989,	     1:Low,	     1:Low
1990,	     1:Low,	     2:High
1991,	     1:Low,	     1:Low
1992,	     1:Low,	     2:High
1993,	     1:Low,	     2:High
1994,	     1:Low,	     1:Low
1995,	     1:Low,	     1:Low
1996,	     1:Low,	     1:Low
1997,	     1:Low,	     1:Low
1998,	     1:Low,	     1:Low
1999,	     1:Low,	     2:High
2000,	     1:Low,	     2:High
2001,	     1:Low,	     2:High
2002,	     1:Low,	     1:Low
2003,	     1:Low,	     2:High
2004,	     1:Low,	     1:Low
2005,	     1:Low,	     2:High
2006,	     1:Low,	     2:High
2007,	     1:Low,	     2:High
2008,	     1:Low,	     1:Low
2009,	     1:Low,	     2:High
2010,	     1:Low,	     1:Low
2011,	     1:Low,	     2:High
2012,	     1:Low,	     1:Low
2013,	     1:Low,	     2:High
2014,	     1:Low,	     2:High
2015,	     1:Low,	     2:High
2016,	     1:Low,	     2:High
2017,	     1:Low,	     1:Low
2018,	     1:Low,	     1:Low
2019,	     1:Low,	     1:Low
2020,	     1:Low,	     1:Low
2021,	     1:Low,	     1:Low
2022,	     1:Low,	     2:High
2023,	     1:Low,	     2:High
2024,	     1:Low,	     2:High
2025,	     1:Low,	     1:Low
2026,	     1:Low,	     1:Low
2027,	     1:Low,	     1:Low
2028,	     1:Low,	     1:Low
2029,	     1:Low,	     1:Low
2030,	     1:Low,	     2:High
2031,	     1:Low,	     2:High
2032,	     1:Low,	     1:Low
2033,	     1:Low,	     1:Low
2034,	     1:Low,	     1:Low
2035,	     1:Low,	     2:High
2036,	     1:Low,	     1:Low
2037,	     1:Low,	     1:Low
2038,	     1:Low,	     2:High
2039,	     1:Low,	     2:High
2040,	     1:Low,	     2:High
2041,	     1:Low,	     1:Low
2042,	     1:Low,	     2:High
2043,	     1:Low,	     2:High
2044,	     1:Low,	     2:High
2045,	     1:Low,	     2:High
2046,	     1:Low,	     2:High
2047,	     1:Low,	     1:Low
2048,	     1:Low,	     1:Low
2049,	     1:Low,	     2:High
2050,	     1:Low,	     1:Low
2051,	     1:Low,	     1:Low
2052,	     1:Low,	     2:High
2053,	     1:Low,	     2:High
2054,	     1:Low,	     2:High
2055,	     1:Low,	     1:Low
2056,	     1:Low,	     2:High
2057,	     1:Low,	     1:Low
2058,	     1:Low,	     1:Low
2059,	     1:Low,	     1:Low
2060,	     1:Low,	     2:High
2061,	     1:Low,	     1:Low
2062,	     1:Low,	     2:High
2063,	     1:Low,	     2:High
2064,	     1:Low,	     1:Low
2065,	     1:Low,	     1:Low
2066,	     1:Low,	     1:Low
2067,	     1:Low,	     2:High
2068,	     1:Low,	     1:Low
2069,	     1:Low,	     2:High
2070,	     1:Low,	     1:Low
2071,	     1:Low,	     2:High
2072,	     1:Low,	     1:Low
2073,	     1:Low,	     2:High
2074,	     1:Low,	     2:High
2075,	     1:Low,	     1:Low
2076,	     1:Low,	     2:High
2077,	     1:Low,	     1:Low
2078,	     1:Low,	     1:Low
2079,	     1:Low,	     1:Low
2080,	     1:Low,	     1:Low
2081,	     1:Low,	     2:High
2082,	     1:Low,	     2:High
2083,	     1:Low,	     1:Low
2084,	     1:Low,	     1:Low
2085,	     1:Low,	     2:High
2086,	     1:Low,	     2:High
2087,	     1:Low,	     1:Low
2088,	     1:Low,	     2:High
2089,	     1:Low,	     2:High
2090,	     1:Low,	     1:Low
2091,	     1:Low,	     2:High
2092,	     1:Low,	     1:Low
2093,	     1:Low,	     2:High
2094,	     1:Low,	     2:High
2095,	     1:Low,	     1:Low
2096,	     1:Low,	     1:Low
2097,	     1:Low,	     1:Low
2098,	     1:Low,	     1:Low
2099,	     1:Low,	     1:Low
2100,	     1:Low,	     1:Low
2101,	     1:Low,	     1:Low
2102,	     1:Low,	     1:Low
2103,	     1:Low,	     1:Low
2104,	     1:Low,	     2:High
2105,	     1:Low,	     2:High
2106,	     1:Low,	     1:Low
2107,	     1:Low,	     2:High
2108,	     1:Low,	     2:High
2109,	     1:Low,	     2:High
2110,	     1:Low,	     2:High
2111,	     1:Low,	     2:High
2112,	     1:Low,	     1:Low
2113,	     1:Low,	     1:Low
2114,	     1:Low,	     2:High
2115,	     1:Low,	     1:Low
2116,	     1:Low,	     1:Low
2117,	     1:Low,	     1:Low
2118,	     1:Low,	     1:Low
2119,	     1:Low,	     1:Low
2120,	     1:Low,	     2:High
2121,	     1:Low,	     2:High
2122,	     1:Low,	     1:Low
2123,	     1:Low,	     2:High
2124,	     1:Low,	     2:High
2125,	     1:Low,	     2:High
2126,	     1:Low,	     1:Low
2127,	     1:Low,	     1:Low
2128,	     1:Low,	     1:Low
2129,	     1:Low,	     1:Low
2130,	     1:Low,	     2:High
2131,	     1:Low,	     1:Low
2132,	     1:Low,	     2:High
2133,	     1:Low,	     2:High
2134,	     1:Low,	     2:High
2135,	     1:Low,	     2:High
2136,	     1:Low,	     2:High
2137,	     1:Low,	     2:High
2138,	     1:Low,	     2:High
2139,	     1:Low,	     2:High
2140,	     1:Low,	     1:Low
2141,	     1:Low,	     2:High
2142,	     1:Low,	     1:Low
2143,	     1:Low,	     1:Low
2144,	     1:Low,	     2:High
2145,	     1:Low,	     1:Low
2146,	     1:Low,	     1:Low
2147,	     1:Low,	     1:Low
2148,	     1:Low,	     2:High
2149,	     1:Low,	     1:Low
2150,	     1:Low,	     1:Low
2151,	     1:Low,	     1:Low
2152,	     1:Low,	     2:High
2153,	     1:Low,	     1:Low
2154,	     1:Low,	     1:Low
2155,	     1:Low,	     1:Low
2156,	     1:Low,	     2:High
2157,	     1:Low,	     1:Low
2158,	     1:Low,	     1:Low
2159,	     1:Low,	     2:High
2160,	     1:Low,	     2:High
2161,	     1:Low,	     1:Low
2162,	     1:Low,	     1:Low
2163,	     1:Low,	     1:Low
2164,	     1:Low,	     2:High
2165,	     1:Low,	     1:Low
2166,	     1:Low,	     2:High
2167,	     1:Low,	     1:Low
2168,	     1:Low,	     1:Low
2169,	     1:Low,	     2:High
2170,	     1:Low,	     2:High
2171,	     1:Low,	     1:Low
2172,	     1:Low,	     1:Low
2173,	     1:Low,	     2:High
2174,	     1:Low,	     1:Low
2175,	     1:Low,	     1:Low
2176,	     1:Low,	     1:Low
2177,	     1:Low,	     1:Low
2178,	     1:Low,	     1:Low
2179,	     1:Low,	     1:Low
2180,	     1:Low,	     1:Low
2181,	     1:Low,	     1:Low
2182,	     1:Low,	     2:High
2183,	     1:Low,	     2:High
2184,	     1:Low,	     1:Low
2185,	     1:Low,	     1:Low
2186,	     1:Low,	     1:Low
2187,	     1:Low,	     1:Low
2188,	     1:Low,	     1:Low
2189,	     1:Low,	     1:Low
2190,	     1:Low,	     1:Low
2191,	     1:Low,	     2:High
2192,	     1:Low,	     2:High
2193,	     1:Low,	     1:Low
2194,	     1:Low,	     1:Low
2195,	     1:Low,	     2:High
2196,	     1:Low,	     2:High
2197,	     1:Low,	     1:Low
2198,	     1:Low,	     1:Low
2199,	     1:Low,	     2:High
2200,	     1:Low,	     1:Low
2201,	     1:Low,	     1:Low
2202,	     1:Low,	     1:Low
2203,	     1:Low,	     1:Low
2204,	     1:Low,	     1:Low
2205,	     1:Low,	     2:High
2206,	     1:Low,	     1:Low
2207,	     1:Low,	     1:Low
2208,	     1:Low,	     1:Low
2209,	     1:Low,	     1:Low
2210,	     1:Low,	     1:Low
2211,	     1:Low,	     2:High
2212,	     1:Low,	     2:High
2213,	     1:Low,	     1:Low
2214,	     1:Low,	     2:High
2215,	     1:Low,	     1:Low
2216,	     1:Low,	     2:High
2217,	     1:Low,	     2:High
2218,	     1:Low,	     2:High
2219,	     1:Low,	     2:High
2220,	     1:Low,	     2:High
2221,	     1:Low,	     1:Low
2222,	     1:Low,	     2:High
2223,	     1:Low,	     1:Low
2224,	     1:Low,	     1:Low
2225,	     1:Low,	     2:High
2226,	     1:Low,	     2:High
2227,	     1:Low,	     2:High
2228,	     1:Low,	     1:Low
2229,	     1:Low,	     1:Low
2230,	     1:Low,	     1:Low
2231,	     1:Low,	     1:Low
2232,	     1:Low,	     2:High
2233,	     1:Low,	     1:Low
2234,	     1:Low,	     2:High
2235,	     1:Low,	     1:Low
2236,	     1:Low,	     2:High
2237,	     1:Low,	     1:Low
2238,	     1:Low,	     2:High
2239,	     1:Low,	     2:High
2240,	     1:Low,	     1:Low
2241,	     1:Low,	     1:Low
2242,	     1:Low,	     1:Low
2243,	     1:Low,	     2:High
2244,	     1:Low,	     2:High
2245,	     1:Low,	     2:High
2246,	     1:Low,	     2:High
2247,	     1:Low,	     1:Low
2248,	     1:Low,	     2:High
2249,	     1:Low,	     2:High
2250,	     1:Low,	     1:Low
2251,	     1:Low,	     2:High
2252,	     1:Low,	     1:Low
2253,	     1:Low,	     2:High
2254,	     1:Low,	     1:Low
2255,	     1:Low,	     2:High
2256,	     1:Low,	     1:Low
2257,	     1:Low,	     2:High
2258,	     1:Low,	     1:Low
2259,	     1:Low,	     2:High
2260,	     1:Low,	     2:High
2261,	     1:Low,	     1:Low
2262,	     1:Low,	     2:High
2263,	     1:Low,	     1:Low
2264,	     1:Low,	     2:High
2265,	     1:Low,	     2:High
2266,	     1:Low,	     1:Low
2267,	     1:Low,	     2:High
2268,	     1:Low,	     2:High
2269,	     1:Low,	     2:High
2270,	     1:Low,	     2:High
2271,	     1:Low,	     2:High
2272,	     1:Low,	     1:Low
2273,	     1:Low,	     1:Low
2274,	     1:Low,	     2:High
2275,	     1:Low,	     2:High
2276,	     1:Low,	     1:Low
2277,	     1:Low,	     1:Low
2278,	     1:Low,	     2:High
2279,	     1:Low,	     1:Low
2280,	     1:Low,	     2:High
2281,	     1:Low,	     1:Low
2282,	     1:Low,	     1:Low
2283,	     1:Low,	     1:Low
2284,	     1:Low,	     2:High
2285,	     1:Low,	     2:High
2286,	     1:Low,	     2:High
2287,	     1:Low,	     2:High
2288,	     1:Low,	     1:Low
2289,	     1:Low,	     2:High
2290,	     1:Low,	     2:High
2291,	     1:Low,	     1:Low
2292,	     1:Low,	     2:High
2293,	     1:Low,	     2:High
2294,	     1:Low,	     2:High
2295,	     1:Low,	     1:Low
2296,	     1:Low,	     2:High
2297,	     1:Low,	     1:Low
2298,	     1:Low,	     2:High
2299,	     1:Low,	     1:Low
2300,	     1:Low,	     2:High
2301,	     1:Low,	     1:Low
2302,	     1:Low,	     2:High
2303,	     1:Low,	     2:High
2304,	     1:Low,	     2:High
2305,	     1:Low,	     2:High
2306,	     1:Low,	     2:High
2307,	     1:Low,	     2:High
2308,	     1:Low,	     2:High
2309,	     1:Low,	     1:Low
2310,	     1:Low,	     1:Low
2311,	     1:Low,	     2:High
2312,	     1:Low,	     1:Low
2313,	     1:Low,	     2:High
2314,	     1:Low,	     1:Low
2315,	     1:Low,	     1:Low
2316,	     1:Low,	     2:High
2317,	     1:Low,	     2:High
2318,	     1:Low,	     1:Low
2319,	     1:Low,	     2:High
2320,	     1:Low,	     2:High
2321,	     1:Low,	     2:High
2322,	     1:Low,	     1:Low
2323,	     1:Low,	     1:Low
2324,	     1:Low,	     1:Low
2325,	     1:Low,	     1:Low
2326,	     1:Low,	     1:Low
2327,	     1:Low,	     1:Low
2328,	     1:Low,	     1:Low
2329,	     1:Low,	     2:High
2330,	     1:Low,	     2:High
2331,	     1:Low,	     2:High
2332,	     1:Low,	     1:Low
2333,	     1:Low,	     1:Low
2334,	     1:Low,	     2:High
2335,	     1:Low,	     2:High
2336,	     1:Low,	     1:Low
2337,	     1:Low,	     2:High
2338,	     1:Low,	     1:Low
2339,	     1:Low,	     1:Low
2340,	     1:Low,	     1:Low
2341,	     1:Low,	     1:Low
2342,	     1:Low,	     2:High
2343,	     1:Low,	     1:Low
2344,	     1:Low,	     1:Low
2345,	     1:Low,	     2:High
2346,	     1:Low,	     1:Low
2347,	     1:Low,	     1:Low
2348,	     1:Low,	     1:Low
2349,	     1:Low,	     2:High
2350,	     1:Low,	     2:High
2351,	     1:Low,	     1:Low
2352,	     1:Low,	     2:High
2353,	     1:Low,	     2:High
2354,	     1:Low,	     2:High
2355,	     1:Low,	     1:Low
2356,	     1:Low,	     2:High
2357,	     1:Low,	     2:High
2358,	     1:Low,	     1:Low
2359,	     1:Low,	     2:High
2360,	     1:Low,	     2:High
2361,	     1:Low,	     1:Low
2362,	     1:Low,	     2:High
2363,	     1:Low,	     1:Low
2364,	     1:Low,	     2:High
2365,	     1:Low,	     2:High
2366,	     1:Low,	     1:Low
2367,	     1:Low,	     1:Low
2368,	     1:Low,	     1:Low
2369,	     1:Low,	     2:High
2370,	     1:Low,	     1:Low
2371,	     1:Low,	     1:Low
2372,	     1:Low,	     2:High
2373,	     1:Low,	     2:High
2374,	     1:Low,	     2:High
2375,	     1:Low,	     2:High
2376,	     1:Low,	     1:Low
2377,	     1:Low,	     1:Low
2378,	     1:Low,	     1:Low
2379,	     1:Low,	     2:High
2380,	     1:Low,	     2:High
2381,	     1:Low,	     2:High
2382,	     1:Low,	     1:Low
2383,	     1:Low,	     2:High
2384,	     1:Low,	     1:Low
2385,	     1:Low,	     2:High
2386,	     1:Low,	     1:Low
2387,	     1:Low,	     1:Low
2388,	     1:Low,	     2:High
2389,	     1:Low,	     2:High
2390,	     1:Low,	     2:High
2391,	     1:Low,	     1:Low
2392,	     1:Low,	     2:High
2393,	     1:Low,	     2:High
2394,	     1:Low,	     2:High
2395,	     1:Low,	     2:High
2396,	     1:Low,	     2:High
2397,	     1:Low,	     2:High
2398,	     1:Low,	     1:Low
2399,	     1:Low,	     1:Low
2400,	     1:Low,	     2:High
2401,	     1:Low,	     1:Low
2402,	     1:Low,	     1:Low
2403,	     1:Low,	     2:High
2404,	     1:Low,	     2:High
2405,	     1:Low,	     1:Low
2406,	     1:Low,	     2:High
2407,	     1:Low,	     1:Low
2408,	     1:Low,	     1:Low
2409,	     1:Low,	     2:High
2410,	     1:Low,	     1:Low
2411,	     1:Low,	     1:Low
2412,	     1:Low,	     1:Low
2413,	     1:Low,	     2:High
2414,	     1:Low,	     1:Low
2415,	     1:Low,	     2:High
2416,	     1:Low,	     1:Low
2417,	     1:Low,	     2:High
2418,	     1:Low,	     2:High
2419,	     1:Low,	     1:Low
2420,	     1:Low,	     1:Low
2421,	     1:Low,	     1:Low
2422,	     1:Low,	     1:Low
2423,	     1:Low,	     2:High
2424,	     1:Low,	     1:Low
2425,	     1:Low,	     1:Low
2426,	     1:Low,	     2:High
2427,	     1:Low,	     1:Low
2428,	     1:Low,	     1:Low
2429,	     1:Low,	     1:Low
2430,	     1:Low,	     2:High
2431,	     1:Low,	     1:Low
2432,	     1:Low,	     2:High
2433,	     1:Low,	     2:High
2434,	     1:Low,	     2:High
2435,	     1:Low,	     1:Low
2436,	     1:Low,	     2:High
2437,	     1:Low,	     1:Low
2438,	     1:Low,	     1:Low
2439,	     1:Low,	     2:High
2440,	     1:Low,	     1:Low
2441,	     1:Low,	     1:Low
2442,	     1:Low,	     1:Low
2443,	     1:Low,	     1:Low
2444,	     1:Low,	     2:High
2445,	     1:Low,	     1:Low
2446,	     1:Low,	     1:Low
2447,	     1:Low,	     2:High
2448,	     1:Low,	     2:High
2449,	     1:Low,	     2:High
2450,	     1:Low,	     1:Low
2451,	     1:Low,	     2:High
2452,	     1:Low,	     1:Low
2453,	     1:Low,	     2:High
2454,	     1:Low,	     1:Low
2455,	     1:Low,	     1:Low
2456,	     1:Low,	     1:Low
2457,	     1:Low,	     1:Low
2458,	     1:Low,	     2:High
2459,	     1:Low,	     2:High
2460,	     1:Low,	     1:Low
2461,	     1:Low,	     2:High
2462,	     1:Low,	     1:Low
2463,	     1:Low,	     2:High
2464,	     1:Low,	     2:High
2465,	     1:Low,	     1:Low
2466,	     1:Low,	     2:High
2467,	     1:Low,	     2:High
2468,	     1:Low,	     2:High
2469,	     1:Low,	     1:Low
2470,	     1:Low,	     2:High
2471,	     1:Low,	     2:High
2472,	     1:Low,	     1:Low
2473,	     1:Low,	     1:Low
2474,	     1:Low,	     1:Low
2475,	     1:Low,	     2:High
2476,	     1:Low,	     2:High
2477,	     1:Low,	     1:Low
2478,	     1:Low,	     2:High
2479,	     1:Low,	     2:High
2480,	     1:Low,	     2:High
2481,	     1:Low,	     2:High
2482,	     1:Low,	     1:Low
2483,	     1:Low,	     2:High
2484,	     1:Low,	     2:High
2485,	     1:Low,	     2:High
2486,	     1:Low,	     2:High
2487,	     1:Low,	     2:High
2488,	     1:Low,	     1:Low
2489,	     1:Low,	     2:High
2490,	     1:Low,	     2:High
2491,	     1:Low,	     1:Low
2492,	     1:Low,	     1:Low
2493,	     1:Low,	     1:Low
2494,	     1:Low,	     2:High
2495,	     1:Low,	     2:High
2496,	     1:Low,	     1:Low
2497,	     1:Low,	     1:Low
2498,	     1:Low,	     1:Low
2499,	     1:Low,	     1:Low
2500,	     1:Low,	     1:Low
2501,	     1:Low,	     2:High
2502,	     1:Low,	     2:High
2503,	     1:Low,	     2:High
2504,	     1:Low,	     1:Low
2505,	     1:Low,	     2:High
2506,	     1:Low,	     1:Low
2507,	     1:Low,	     1:Low
2508,	     1:Low,	     1:Low
2509,	     1:Low,	     2:High
2510,	     1:Low,	     1:Low
2511,	     1:Low,	     2:High
2512,	     1:Low,	     1:Low
2513,	     1:Low,	     2:High
2514,	     1:Low,	     2:High
2515,	     1:Low,	     2:High
2516,	     1:Low,	     1:Low
2517,	     1:Low,	     2:High
2518,	     1:Low,	     2:High
2519,	     1:Low,	     1:Low
2520,	     1:Low,	     2:High
2521,	     1:Low,	     2:High
2522,	     1:Low,	     1:Low
2523,	     1:Low,	     1:Low
2524,	     1:Low,	     1:Low
2525,	     1:Low,	     2:High
2526,	     1:Low,	     2:High
2527,	     1:Low,	     1:Low
2528,	     1:Low,	     1:Low
2529,	     1:Low,	     2:High
2530,	     1:Low,	     1:Low
2531,	     1:Low,	     2:High
2532,	     1:Low,	     2:High
2533,	     1:Low,	     2:High
2534,	     1:Low,	     1:Low
2535,	     1:Low,	     2:High
2536,	     1:Low,	     1:Low
2537,	     1:Low,	     2:High
2538,	     1:Low,	     1:Low
2539,	     1:Low,	     1:Low
2540,	     1:Low,	     1:Low
2541,	     1:Low,	     2:High
2542,	     1:Low,	     1:Low
2543,	     1:Low,	     2:High
2544,	     1:Low,	     2:High
2545,	     1:Low,	     1:Low
2546,	     1:Low,	     2:High
2547,	     1:Low,	     2:High
2548,	     1:Low,	     1:Low
2549,	     1:Low,	     1:Low
2550,	     1:Low,	     1:Low
2551,	     1:Low,	     2:High
2552,	     1:Low,	     1:Low
2553,	     1:Low,	     2:High
2554,	     1:Low,	     2:High
2555,	     1:Low,	     1:Low
2556,	     1:Low,	     1:Low
2557,	     1:Low,	     1:Low
2558,	     1:Low,	     2:High
2559,	     1:Low,	     1:Low
2560,	     1:Low,	     2:High
2561,	     1:Low,	     1:Low
2562,	     1:Low,	     2:High
2563,	     1:Low,	     2:High
2564,	     1:Low,	     1:Low
2565,	     1:Low,	     1:Low
2566,	     1:Low,	     2:High
2567,	     1:Low,	     2:High
2568,	     1:Low,	     1:Low
2569,	     1:Low,	     1:Low
2570,	     1:Low,	     1:Low
2571,	     1:Low,	     2:High
2572,	     1:Low,	     1:Low
2573,	     1:Low,	     1:Low
2574,	     1:Low,	     1:Low
2575,	     1:Low,	     1:Low
2576,	     1:Low,	     2:High
2577,	     1:Low,	     2:High
2578,	     1:Low,	     2:High
2579,	     1:Low,	     2:High
2580,	     1:Low,	     2:High
2581,	     1:Low,	     2:High
2582,	     1:Low,	     2:High
2583,	     1:Low,	     2:High
2584,	     1:Low,	     2:High
2585,	     1:Low,	     2:High
2586,	     1:Low,	     2:High
2587,	     1:Low,	     1:Low
2588,	     1:Low,	     1:Low
2589,	     1:Low,	     2:High
2590,	     1:Low,	     2:High
2591,	     1:Low,	     1:Low
2592,	     1:Low,	     1:Low
2593,	     1:Low,	     1:Low
2594,	     1:Low,	     2:High
2595,	     1:Low,	     1:Low
2596,	     1:Low,	     1:Low
2597,	     1:Low,	     2:High
2598,	     1:Low,	     1:Low
2599,	     1:Low,	     2:High
2600,	     1:Low,	     1:Low
2601,	     1:Low,	     2:High
2602,	     1:Low,	     1:Low
2603,	     1:Low,	     1:Low
2604,	     1:Low,	     2:High
2605,	     1:Low,	     1:Low
2606,	     1:Low,	     2:High
2607,	     1:Low,	     1:Low
2608,	     1:Low,	     1:Low
2609,	     1:Low,	     2:High
2610,	     1:Low,	     2:High
2611,	     1:Low,	     1:Low
2612,	     1:Low,	     1:Low
2613,	     1:Low,	     1:Low
2614,	     1:Low,	     2:High
2615,	     1:Low,	     2:High
2616,	     1:Low,	     2:High
2617,	     1:Low,	     2:High
2618,	     1:Low,	     2:High
2619,	     1:Low,	     2:High
2620,	     1:Low,	     1:Low
2621,	     1:Low,	     1:Low
2622,	     1:Low,	     1:Low
2623,	     1:Low,	     1:Low
2624,	     1:Low,	     2:High
2625,	     1:Low,	     2:High
2626,	     1:Low,	     1:Low
2627,	     1:Low,	     2:High
2628,	     1:Low,	     1:Low
2629,	     1:Low,	     1:Low
2630,	     1:Low,	     2:High
2631,	     1:Low,	     2:High
2632,	     1:Low,	     1:Low
2633,	     1:Low,	     1:Low
2634,	     1:Low,	     1:Low
2635,	     1:Low,	     2:High
2636,	     1:Low,	     2:High
2637,	     1:Low,	     1:Low
2638,	     1:Low,	     2:High
2639,	     1:Low,	     1:Low
2640,	     1:Low,	     1:Low
2641,	     1:Low,	     1:Low
2642,	     1:Low,	     1:Low
2643,	     1:Low,	     1:Low
2644,	     1:Low,	     2:High
2645,	     1:Low,	     2:High
2646,	     1:Low,	     1:Low
2647,	     1:Low,	     2:High
2648,	     1:Low,	     1:Low
2649,	     1:Low,	     2:High
2650,	     1:Low,	     1:Low
2651,	     1:Low,	     1:Low
2652,	     1:Low,	     2:High
2653,	     1:Low,	     1:Low
2654,	     1:Low,	     2:High
2655,	     1:Low,	     2:High
2656,	     1:Low,	     1:Low
2657,	     1:Low,	     1:Low
2658,	     1:Low,	     1:Low
2659,	     1:Low,	     1:Low
2660,	     1:Low,	     2:High
2661,	     1:Low,	     1:Low
2662,	     1:Low,	     1:Low
2663,	     1:Low,	     1:Low
2664,	     1:Low,	     2:High
2665,	     1:Low,	     1:Low
2666,	     1:Low,	     1:Low
2667,	     1:Low,	     1:Low
2668,	     1:Low,	     1:Low
2669,	     1:Low,	     2:High
2670,	     1:Low,	     2:High
2671,	     1:Low,	     2:High
2672,	     1:Low,	     1:Low
2673,	     1:Low,	     1:Low
2674,	     1:Low,	     1:Low
2675,	     1:Low,	     1:Low
2676,	     1:Low,	     1:Low
2677,	     1:Low,	     2:High
2678,	     1:Low,	     2:High
2679,	     1:Low,	     2:High
2680,	     1:Low,	     2:High
2681,	     1:Low,	     2:High
2682,	     1:Low,	     1:Low
2683,	     1:Low,	     1:Low
2684,	     1:Low,	     1:Low
2685,	     1:Low,	     2:High
2686,	     1:Low,	     1:Low
2687,	     1:Low,	     2:High
2688,	     1:Low,	     2:High
2689,	     1:Low,	     2:High
2690,	     1:Low,	     1:Low
2691,	     1:Low,	     1:Low
2692,	     1:Low,	     2:High
2693,	     1:Low,	     2:High
2694,	     1:Low,	     1:Low
2695,	     1:Low,	     2:High
2696,	     1:Low,	     1:Low
2697,	     1:Low,	     1:Low
2698,	     1:Low,	     1:Low
2699,	     1:Low,	     1:Low
2700,	     1:Low,	     1:Low
2701,	     1:Low,	     2:High
